st_transform,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,strasse_name,strasse_schluessel
"MULTILINESTRING ((12.1799099527321 54.0748473558492,12.1798757100006 54.0747714907667,12.1798545077779 54.0747083637073,12.1797318263807 54.0743174658486,12.1796964876285 54.0742706212398,12.1796292383843 54.0742278671575,12.1795298705071 54.0742117541444,12.1794237309343 54.0742194592207,12.1784221809022 54.0743947928168,12.1783217238175 54.0744096758329,12.1781948357592 54.0744240588722,12.1774212198517 54.0744952790035))",0cbc052a-77f5-4c44-a90a-b704ba74f67b,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Heinrich-Engel-Weg,"12150"
"MULTILINESTRING ((12.0679593444987 54.0612457611256,12.0677180420354 54.0620861880606,12.0675422038249 54.0626166233231,12.0675296104326 54.0626675707151,12.0675115316243 54.0627263374247,12.0674742145965 54.062788259393,12.067463273944 54.0628224952689,12.0672796075736 54.063521567567,12.0671965686533 54.0638329158947,12.0671445338664 54.0638611552937,12.0671112724291 54.0638818374806,12.0667163559883 54.0641921911887))",1179dfa0-0df7-4dac-a3bd-e927e19be2ea,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Erlenweg,"02180"
"MULTILINESTRING ((12.1552498409485 54.1198229819472,12.1535121999615 54.119201803876,12.1533260226414 54.1191443632543,12.1532454340682 54.1191046663089,12.1531520248513 54.1190303968154,12.1528223170933 54.1186180860815,12.1526188519583 54.1183081230562,12.1526185248036 54.1182190909644,12.152673850639 54.1181265743199,12.1527808946183 54.1180418980168,12.1529974584726 54.1179638205124,12.1573785533309 54.1167206997146,12.1596495932891 54.1160796567646,12.160241802376 54.1159076324955,12.1608451999123 54.1156644361796,12.1610635715603 54.1155864315398,12.1611881863819 54.1155828507311,12.161301468053 54.115614233183,12.1614034388269 54.1156862388884,12.1615695255823 54.1158084694736,12.1617331064422 54.1159152505222))",9e1db438-3c96-4274-ab4d-9b8b2d7a7ba4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hainbuchenring,"10360"
"MULTILINESTRING ((12.1419394616551 54.0882089983861,12.1419203301551 54.0881556550978,12.1419269538296 54.0881262691083,12.1420658760692 54.0877716803448,12.1422814418165 54.0873081128445,12.1423395571655 54.0871875666062))",46eb5659-d395-4812-a194-199f50b6f8f5,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Pümperstraße,"07740"
"MULTILINESTRING ((12.14557987397 54.1160457511651,12.1456323189536 54.1160002281122,12.1456652771035 54.1159795247694,12.1457272870617 54.1159579776706,12.1462208691587 54.1158152503254,12.1463065964947 54.1157980763211,12.1463867040789 54.1157917798655,12.1465225602512 54.1158098522726,12.1467266859537 54.1158469774626,12.1468882871741 54.1158803808932,12.1469608712533 54.1159086820639,12.147002728515 54.1159398058034,12.1470895068139 54.1160467005218,12.1471800756554 54.116187460635,12.1472682286658 54.1162936348105))",61348e5d-a564-47be-b8b8-186679e9e7d5,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kranichhof,"06220"
"MULTILINESTRING ((12.0989180940073 54.1754815686504,12.0988779411229 54.1754688443267,12.0988478770089 54.1754483854541,12.0988312411555 54.1754077913569,12.098749160118 54.1749585680361,12.0987417473295 54.1748681949054,12.0987267720284 54.1747531219268,12.0987259771551 54.1744194561737,12.0987328050986 54.1743929477231,12.0987460691981 54.1743683206377,12.0987624323764 54.1743589638389))",98a04433-5256-44ab-8aa0-ae3eff2420d3,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Weg der Freundschaft,"09590"
"MULTILINESTRING ((12.1183738982399 54.1037301550652,12.1187240365857 54.1038563065581,12.1190828840053 54.1039800226975,12.1191801998848 54.1040102926839,12.1192805375721 54.104028071662,12.1194675504359 54.1040438778586,12.1199227538952 54.1040754983378,12.1211085177343 54.1041470820413,12.1222257996963 54.1042196220626,12.1232122192 54.1042909381741,12.1256871628482 54.104448295703,12.126495597076 54.1045042281629,12.1272492824041 54.1045533851719,12.1288245372704 54.1046519717343,12.1312120727543 54.1048079615952,12.1338540931047 54.1049873393538,12.1339970457501 54.1049905043663,12.1340657642311 54.1049665300454))",8d866c74-9651-4cf1-b082-b529795d492f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Rostocker Straße,"08090"
"MULTILINESTRING ((12.1388952417298 54.1091322904077,12.1389212211298 54.1090827579178,12.1389362053251 54.1090371911305,12.1389479709681 54.1087150070014,12.1389581856329 54.1084319954112,12.1389626659022 54.1083087281003,12.1389811710777 54.1082645946944,12.1390298435264 54.1082347111856,12.1390959824589 54.1082158579362,12.1391716697782 54.1082176570856,12.1404978031176 54.1084748586603,12.1405489154953 54.1084885446747,12.1405888990182 54.1085117668386,12.1406114799499 54.1085430051938,12.1406161871212 54.108578576811,12.1406092177537 54.108732932146),(12.1406092177537 54.108732932146,12.1405796567145 54.1093499960439,12.1405697085055 54.1093922330273,12.1405409972991 54.1094472493749))",3414dd58-449a-4f89-a5d0-c8eaf837f864,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Fasanenholz,"00380"
"MULTILINESTRING ((12.153470632409 54.1285213326669,12.1536049129718 54.1284735456809,12.1537545928849 54.1284535895601,12.1538974401698 54.1284473876515,12.1572515095146 54.1284430522521,12.1594973384658 54.1284383901291,12.1629375467145 54.1284391725873,12.1647272410534 54.1284371857054,12.1659518876515 54.1284373900752))",eedd26ef-e4f2-477f-b6ac-7449aec24296,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Liepengraben,"10390"
"MULTILINESTRING ((12.0705149663953 54.1380934397677,12.0707111115627 54.1380918872242,12.070854911111 54.138079135105,12.0710317345213 54.1380521684955,12.0726654407189 54.1377664879261,12.0735874307255 54.1375999918917,12.0742145011869 54.137472572053,12.0752121769611 54.1372863417497,12.0752881750465 54.1372631153241,12.0753246511012 54.1372132309014,12.0753124889265 54.1371717321019,12.0750783650215 54.1367285144359))",cef9d6b9-339b-4b34-804a-350876bfae5e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Schmarler Bach,"13140"
"MULTILINESTRING ((12.0625748304473 54.1570785340945,12.0624048032594 54.1560848975017,12.0623688969608 54.1558225820639),(12.0625748304473 54.1570785340945,12.0618886881102 54.1571300080539),(12.0627491965284 54.1582027959574,12.0626221686672 54.1574084932955,12.0625748304473 54.1570785340945))",dc783161-cf1c-4536-9980-42e2741e36f2,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Teterower Straße,"02190"
"MULTILINESTRING ((12.118596437415 54.1346139555853,12.1186965931831 54.134542343585,12.1188396227166 54.1344838059318,12.1189563966972 54.1344457777613,12.119084913639 54.1343948906255,12.1192797345528 54.1343118644969,12.1195862335114 54.1341750921865,12.119739162654 54.1341019894138,12.1199592272679 54.1339672786029,12.1211629514533 54.1331383694831,12.1221080201341 54.1324933455376))",d02f1a87-58ed-4f51-aedd-f908ca1dd6db,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kirchsteig,"12820"
"MULTILINESTRING ((12.0845269435235 54.0897591706761,12.0846754461646 54.0910140611033,12.0846978363199 54.0911269759988,12.0847488768956 54.0911998912766,12.0851580792946 54.0915371364548,12.0852476098689 54.0915980753537,12.0858639463004 54.0918803678812,12.0868282576833 54.0922933054837))",3a440d8f-77ad-4d5b-bbee-6658552cf9a8,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Robert-Schumann-Straße,"08000"
"MULTILINESTRING ((12.0791861542988 54.1047257871162,12.0789994033439 54.104600042365,12.0785095571986 54.1042633686596,12.0782103863002 54.1040245858994,12.0780548457398 54.1039082527028,12.0776402158045 54.1034824041044,12.0773789573017 54.1032378449364,12.077171501957 54.1030697055767,12.0769530463559 54.1029041782882,12.0765199498919 54.1025664718313),(12.0791861542988 54.1047257871162,12.079250461426 54.104697085425,12.0792875832412 54.1046825965304,12.079330064172 54.1046725063095,12.07958256282 54.1046430513063,12.0796421659782 54.1046329496472,12.0797016043374 54.1046166490243,12.0801459124713 54.104481052981,12.0802447592977 54.1044473864749,12.0802850678761 54.1044209462648,12.0802949635732 54.1043995574519,12.0802811537626 54.1043732431931,12.0799788809892 54.1040377079094),(12.0806001752963 54.1054592998839,12.0803700224858 54.105345894587,12.0798712906275 54.1050893707481,12.0796686854521 54.1049891524685,12.0792640760055 54.1047816170308,12.0791861542988 54.1047257871162),(12.0808235968095 54.105569744502,12.0806001752963 54.1054592998839),(12.0807954194454 54.1054668952599,12.0806001752963 54.1054592998839))",5f229e1b-1e74-4c1e-b03f-6c529714cd7d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hawermannweg,"03390"
"MULTILINESTRING ((12.0840561798033 54.1796884842221,12.0831329479016 54.1795288504656,12.0827439704389 54.1794694645784),(12.0840561798033 54.1796884842221,12.0837930548299 54.1802162085767),(12.0850287086345 54.1798353188075,12.0845515279037 54.1797856139006,12.0844513172431 54.1797625054847,12.0841514756086 54.1797049482355,12.0840561798033 54.1796884842221))",d5e6df2b-6105-444e-95fb-51d4f1419947,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hermannstraße,"03540"
"MULTILINESTRING ((12.0699706521402 54.1757756136317,12.0703979449275 54.1757036721117,12.0713942683245 54.1756109094325,12.0723778683723 54.1755133846315,12.0746892622053 54.1752915052108,12.0748332059071 54.1752878222225,12.0749249316377 54.1752854293315,12.0756396764678 54.1753110360577,12.0777594689749 54.1754171344658,12.0786142443374 54.1754729091515),(12.0665522034067 54.1760320689473,12.0671547896693 54.1760165513498,12.0678530791314 54.175995137229,12.0689889206606 54.1758988119753,12.0692172073154 54.1758710101834,12.0695047311797 54.17582655335,12.0699227818546 54.1757220068827))",06de40b3-0f82-437d-8ce1-f91dfe1efb81,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gartenstraße,"02730"
"MULTILINESTRING ((12.1082776131705 54.0739940531777,12.1089189305793 54.0737633895327,12.1093009759258 54.0736396902955,12.1098653959056 54.0735071985824,12.110289592177 54.073438620492,12.1107032906311 54.0733866712826,12.1113836569549 54.0733139002356,12.1120742281485 54.073230784034,12.1125160585086 54.0731891341663,12.1153839888297 54.0730655799107,12.1160371041076 54.0730310812478,12.116362777312 54.0730254659441,12.1166882084089 54.0730424901055,12.117042423706 54.073082484858,12.1173154353742 54.0731456471213,12.1177045879679 54.0732770647038,12.1179568586041 54.0734055607296,12.1181602464534 54.0735341042577,12.1185728469664 54.0738503902164,12.1190703013004 54.0742417882747,12.1194589413429 54.0745615987075,12.1197095874614 54.0748111094079,12.119823476251 54.0749436023358))",c725cbe7-5490-49f6-903c-d531c759c623,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brahestraße,"01600"
"MULTILINESTRING ((12.0926078177425 54.1766402245994,12.0925497049567 54.1766082861912,12.0924981611735 54.1765690656574,12.0924608617921 54.1765307325655,12.092437912417 54.1764719947345,12.0924449864676 54.1764165579368,12.0926601230721 54.1759926166112,12.0927913091563 54.1757624349635,12.092847101816 54.1756478457609,12.0928808437157 54.175533992263,12.0929197737042 54.175275312416,12.0929654174734 54.1750060262225,12.0929570011276 54.1748722607168,12.0928750593346 54.1743196272321,12.0926891900164 54.1731036039176,12.0926400999531 54.1729271057201,12.0925881939841 54.1727922955139,12.0924690233476 54.1725703021274,12.0923554810941 54.1723996928934,12.0922272557655 54.1722363718523,12.0920564385215 54.1720623922581,12.0916381895089 54.1716890658853,12.091450145289 54.1715474410042,12.09122703239 54.1714037760779,12.0909922976514 54.1712664981746))",e85bc3d2-c3fc-4ebb-b448-7c0638a4e047,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Passagierkai,"00470"
"MULTILINESTRING ((12.1106959064428 54.0693486515541,12.1109513461875 54.0700525060295,12.1109821233117 54.070137557772,12.1111881371055 54.0706911520204,12.1113229626597 54.0710698899199,12.111420760135 54.0713108447357),(12.110227728587 54.0683096122783,12.1102953530068 54.0684091848103,12.1104024625949 54.0685951488497,12.1105278831129 54.0688887264027,12.110695921502 54.0693543115713),(12.111420760135 54.0713108447357,12.1115450067551 54.0716166406647,12.1117251508987 54.0721448326459))",3edbc90e-01b7-4ede-bea8-fcd459adf68f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Robert-Koch-Straße,"07990"
"MULTILINESTRING ((12.0713325551447 54.0823310907121,12.0713287250316 54.0821470076701,12.0713360333582 54.0820428769889,12.071361446035 54.0818931859014,12.071680798692 54.0807478755455),(12.071680798692 54.0807478755455,12.0717056551966 54.0806312463792,12.0717663636337 54.0803951065332,12.0718279877216 54.0802471905219,12.0718810889845 54.0802071792963,12.0719157271753 54.0801812842157,12.0720354805872 54.0801624356562,12.0721603473026 54.0801847313488,12.0722680279275 54.0802524072334,12.0722999203972 54.0803170739941,12.0722674910148 54.0803830371967,12.0721387023736 54.0804783465795,12.0717616821791 54.080692574748,12.071680798692 54.0807478755455))",a54963ea-3555-4006-ba32-e780bcf62237,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Westfriedhof,"01880"
"MULTILINESTRING ((12.0656993651121 54.1520808416941,12.0671979172452 54.1519927792394,12.0687939587379 54.1519055408555),(12.0634321063538 54.1522254433943,12.063524048229 54.1521971849898,12.0636522924043 54.1521876839827,12.0656993651121 54.1520808416941))",d37cdb65-f1a2-4944-ad72-4e18a90ac735,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Güstrower Straße,"07410"
"MULTILINESTRING ((12.1370427441036 54.1087080281483,12.1369549601182 54.108793746757,12.1368013385746 54.1089905838878,12.1366776687122 54.1091830744207,12.1366365285901 54.1092726029706,12.1365843265781 54.1094389582786,12.1365645123406 54.109550922888,12.1365570096544 54.109640682748,12.1365602285905 54.1097361802747,12.1365708588635 54.1098071427454,12.1366012221665 54.1099274056235,12.1366376300471 54.1100259200624,12.136687505239 54.1101281026799,12.1367365744923 54.110217618585,12.1367782152014 54.1102799210366),(12.1373625192752 54.1107192975181,12.1372890743655 54.1107033896072,12.1372201702205 54.1106734612508,12.1371450959064 54.1106270989529,12.137040870664 54.1105504034942,12.1369510215917 54.1104746798363,12.136877993212 54.1103993861839,12.1368265767749 54.1103401494841,12.1367782152014 54.1102799210366))",90ae8c33-c7cc-4f9c-8678-fe4c90757cc8,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Graf-Stauffenberg-Straße,"03020"
"MULTILINESTRING ((12.117378896688 54.0618524712698,12.1178572179496 54.0618520034508,12.1180631157909 54.0618624926723,12.1184811119262 54.0619155375014,12.1199254898806 54.0621064572739,12.1201042358935 54.0621276612593,12.1202343737341 54.0621340896765),(12.1202343737341 54.0621340896765,12.1204888200973 54.0621379677411,12.1205161952684 54.0622037944091,12.1204981451729 54.0622465772311,12.1204647762606 54.0622732936996,12.1203589758652 54.0622858876548,12.120271241094 54.0622609993876,12.1202376303691 54.0622040732453,12.1202343737341 54.0621340896765))",9f53e5e4-7bcb-421c-a585-3606293c66f5,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Charles-Darwin-Ring,"10330"
"MULTILINESTRING ((12.1428367292336 54.0923673275501,12.1428386899948 54.0921373310995,12.1428922606283 54.0918491459277,12.1429463532641 54.0915796471222,12.1430102438553 54.0913152575968,12.1430176369649 54.0912874877944,12.1431000554959 54.0909005324104,12.1431477679512 54.0907761350456,12.1434148269574 54.0898216105792,12.1435149111062 54.0894629338235,12.1436293802125 54.089066236833,12.1437880706625 54.0884655466308,12.1438911536996 54.0880921318839,12.1439153842423 54.0880284951046,12.1439731444206 54.0879388539976,12.1440073006383 54.0878731389638,12.1440697245112 54.0877182672794,12.1441324436781 54.0876046324647,12.1442256559464 54.0874709264008,12.1443213354053 54.0873437757333,12.1443818275628 54.0872492796987,12.1443946679178 54.0872064098768,12.1443819781017 54.0871606059262,12.1443658462856 54.0871357391816,12.1443321272402 54.0871069405093,12.1442784283724 54.0870893061415,12.1442084081446 54.0870802262615))",eb1680be-789a-4098-a7b3-37c9d040e3d5,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Grubenstraße,"03160"
