st_transform,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,strasse_name,strasse_schluessel
"MULTILINESTRING ((12.1420404793071 54.1193838033148,12.1418579856663 54.1191467483633,12.1409749683071 54.1180685253855,12.1406827299145 54.1177544236394,12.1405289320602 54.1175873192621,12.1403657160464 54.117438553249,12.1401867439351 54.1172880085454,12.1399826636532 54.1171285985149,12.139630180149 54.1169032373824,12.1392889873042 54.1167146969875,12.1385424819514 54.1163211563591,12.1368087190456 54.1154105340694,12.1363321735586 54.1151614064775,12.1360687675481 54.1150427549851,12.1358475367711 54.1149613393697,12.135628168834 54.1148881866292,12.1351958986409 54.1147544504385,12.1347699843804 54.1146464899741,12.1338993370046 54.114472720944,12.1336019185269 54.114425256047,12.1332919205855 54.1143649570708,12.1326215954572 54.1142370452299,12.1325401634129 54.1142113505493,12.1324837914222 54.1141800580772))",045c6045-4537-4fdf-b9fb-d2ee1928c7fc,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Weidendamm,"09600"
"MULTILINESTRING ((12.135832988096 54.0799223238705,12.1357547462183 54.0800114452534,12.1357015663794 54.0801489629506,12.1357287049684 54.0807399105269,12.1357466277917 54.0815030948026,12.1357551313839 54.0816741436234,12.1357600430935 54.0822426557262,12.135782860423 54.0828197723572,12.1358064629903 54.0836839318791,12.1358114982721 54.0838221025341,12.1358254526439 54.0839307950803,12.1358544622232 54.0841108946683,12.1358855817909 54.0842352002482,12.1359413040396 54.0843598373835,12.1360917295051 54.0845669317838,12.1362487812064 54.0848371771002,12.1362859016501 54.0849269766081,12.1362938399109 54.0850178872686,12.13626693457 54.0853408082886,12.1362194505871 54.0857259229383,12.1361481818565 54.086221030507,12.136129336189 54.0862991241292,12.136112382588 54.0863483764741,12.136079564564 54.0864061817087))",18baf16a-a5ae-4a15-86a4-de9f255e0937,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hermannstraße,"03550"
"MULTILINESTRING ((12.0862632065911 54.1803813871434,12.0863393806898 54.179966720579,12.0864234828603 54.1794621183169,12.0865029081532 54.1789190677508,12.0865366024396 54.1786994743341,12.0866722866308 54.1776707074834,12.0867279083693 54.1773919833809,12.0867998154893 54.177211532598,12.0869316092733 54.1769616819657),(12.0875831965435 54.1757815189195,12.0876998650376 54.1754804694989,12.0877346033009 54.1753966233297,12.0878234972481 54.1752866840157,12.0878996285092 54.1752245489146,12.0879992043422 54.1751693143244,12.0881084489845 54.1751241346738,12.0884282948326 54.1750244471421,12.0887931339202 54.174911878444),(12.0874192587219 54.1766884844278,12.087467360254 54.1765501855286,12.0875000826562 54.1764538531279,12.0875304986617 54.1763532100668,12.0875404777588 54.1762924708783,12.0875831965435 54.1757815189195))",319cdc37-4f88-480a-a065-d227270ce217,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Alexandrinenstraße,"08910"
"MULTILINESTRING ((12.0532805242741 54.1432901533604,12.0510277688139 54.143300832561,12.05093150468 54.1432892839068,12.0509069733287 54.1432501237808,12.0508956128008 54.1428458458151),(12.052747493955 54.1440854775719,12.0516818351651 54.1440828854125,12.0516824914509 54.1451007790503),(12.052747493955 54.1440854775719,12.052737159222 54.1451040049104,12.0516824914509 54.1451007790503),(12.0516824914509 54.1451007790503,12.0513323661137 54.1451015578059),(12.0532805242741 54.1432901533604,12.0532765617697 54.1435409002614,12.0532608340213 54.1435669610006,12.0532068468234 54.1435898942397,12.0531431971007 54.1435955823253,12.0528552126341 54.1435974161391,12.0527923363071 54.1436096620639,12.052757781069 54.1436314186466,12.0527440569818 54.1436690678776,12.052747493955 54.1440854775719),(12.0532787163289 54.141525235052,12.0532800159159 54.1405118319737,12.0532788465502 54.1400779021121),(12.0532840626423 54.1430666283435,12.0532805242741 54.1432901533604),(12.0532838760857 54.1424449313263,12.0532787163289 54.141525235052),(12.0532875791594 54.1428261234505,12.0522899014927 54.1428302446011),(12.0532875791594 54.1428261234505,12.0532840626423 54.1430666283435),(12.0532875791594 54.1428261234505,12.0532838760857 54.1424449313263),(12.0532868299372 54.1396224064056,12.0532788465502 54.1400779021121),(12.0535441597601 54.142445714193,12.0532838760857 54.1424449313263),(12.0535441597601 54.142445714193,12.0535321070205 54.1430661588874,12.0535177610788 54.1430955431503,12.0534764771355 54.1431199083116,12.0534180344325 54.143128379288,12.0533640113673 54.1431229229807,12.053317014179 54.1431073115467,12.0532840626423 54.1430666283435),(12.0540018114832 54.1400769509363,12.0532788465502 54.1400779021121),(12.0540121136425 54.1415259861724,12.0532787163289 54.141525235052),(12.0540121136425 54.1415259861724,12.0540018114832 54.1400769509363),(12.0542575593531 54.1422364253303,12.0542528295607 54.1423639113149,12.0542278443457 54.1424477438824,12.0535441597601 54.142445714193),(12.0542886071671 54.1415237954102,12.0540121136425 54.1415259861724),(12.0542886071671 54.1415237954102,12.0542575593531 54.1422364253303),(12.0548096209811 54.1415245474655,12.0542886071671 54.1415237954102),(12.0548138287 54.140076943133,12.0540018114832 54.1400769509363),(12.0548138287 54.140076943133,12.0548098762199 54.1405596587922,12.0548096209811 54.1415245474655),(12.0556067206785 54.1400775675777,12.0548138287 54.140076943133),(12.0556067206785 54.1400775675777,12.055598943142 54.1414668670171,12.0555868882837 54.1414916686035,12.0555540120872 54.1415079449422,12.0555182205438 54.1415182032941,12.0554836449232 54.1415223519112,12.0548096209811 54.1415245474655),(12.0562066961926 54.1422441553772,12.0542575593531 54.1422364253303),(12.0568228586345 54.1400955964482,12.0567897933859 54.1400843819749,12.0567399070394 54.1400803626786,12.0556067206785 54.1400775675777))",2d57b118-d077-44c8-aef5-6a27ad29d5fd,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Danziger Straße,"02750"
"MULTILINESTRING ((12.1009562904121 54.0607002438163,12.100851324273 54.0606797581028,12.1000001337418 54.0605111170081,12.0999101135611 54.0604818135382,12.0998084446707 54.0604348208181,12.099741815883 54.0604161889894,12.0993199667526 54.0603320867786,12.0988856280816 54.0602612001169,12.0987458755537 54.0602535885568),(12.1009562904121 54.0607002438163,12.1008318643344 54.0609050978636,12.1007921095561 54.0609482552945,12.1006724004821 54.0610834777588),(12.1014653906563 54.0610523548715,12.1014104557933 54.0610702797455,12.1010311426345 54.0614008577658),(12.10197402863 54.0618978757014,12.101965964088 54.0618476609359,12.1019465485025 54.0617771515307,12.1018891664155 54.0616691203944,12.101675808026 54.0613533271155,12.1014284347876 54.060990484993,12.1013067135655 54.0608002126522,12.1012644771237 54.0607646708414,12.1011918927338 54.0607466737246,12.1009562904121 54.0607002438163))",dd087a26-bb3a-43a4-9a06-9afcac7c2a98,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hinter der Kirche,"12250"
"MULTILINESTRING ((12.0280581460377 54.1695088101455,12.0279864858867 54.1695069401936,12.0277047552552 54.1695146418249,12.0276704601663 54.1695194112495,12.0276557715249 54.1695353163446,12.0276600844926 54.1695737669631,12.0276753221337 54.1696919931739,12.0277014322877 54.1698117441607,12.027696857002 54.169839056637,12.0276535403707 54.1698628742569,12.0275250920475 54.1698902151384),(12.0275250920475 54.1698902151384,12.0275049135594 54.1699401709077,12.0274718590184 54.1699690171666,12.0274178333057 54.1700072115789,12.0273855446032 54.1700365966804,12.027248645614 54.1702535020144,12.027230147512 54.1702982466224,12.0272350878307 54.1703597860401,12.0272602354739 54.1704143133441),(12.0275250920475 54.1698902151384,12.0275129721566 54.1698548208699,12.027477092885 54.1697801718591))",22c1685f-27be-4a17-8771-ec76042d52b9,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seegrasweg,"13740"
"MULTILINESTRING ((12.0526454612319 54.1372400239003,12.0506419533499 54.1372434892307,12.0506482516921 54.1367630184813),(12.0506482516921 54.1367630184813,12.0506464752845 54.1363104915553),(12.0506499801613 54.1354217856426,12.0506448580533 54.1358629956086),(12.0526433288798 54.1367653065356,12.0506482516921 54.1367630184813),(12.0526437198233 54.1365911052235,12.0526433288798 54.1367653065356),(12.0506464752845 54.1363104915553,12.0506448580533 54.1358629956086),(12.0526454612319 54.1372400239003,12.0526433288798 54.1367653065356),(12.0526444424135 54.1363165516804,12.0506464752845 54.1363104915553),(12.0526444424135 54.1363165516804,12.0526437198233 54.1365911052235),(12.0526440792789 54.1354274880313,12.0515396269008 54.1354224859232),(12.0526453936994 54.135860519764,12.0506448580533 54.1358629956086),(12.0526453936994 54.135860519764,12.0526444424135 54.1363165516804),(12.0526453936994 54.135860519764,12.0526440792789 54.1354274880313),(12.0526490046408 54.1341246154533,12.0526440792789 54.1354274880313),(12.0526531907372 54.1346505413521,12.0530322962043 54.1346501053289,12.0530633576055 54.1346537751045,12.0530922810797 54.1346605004007,12.0531112655888 54.1346713627518,12.0531282618294 54.1346826751816,12.0531435853288 54.1347018943332,12.0531603058863 54.1347368349952,12.0531665291977 54.1352953721099,12.0531621221581 54.1353185529664,12.0531505245285 54.1353417369992,12.0531343233418 54.135354142176,12.0530798781226 54.1353695289726,12.0527397769209 54.1353684207611,12.052696951917 54.1353783220057,12.0526469528294 54.1354012532804),(12.0526437198233 54.1365911052235,12.0528302136663 54.1365847346322,12.0529708167626 54.1365846728141,12.0530610945972 54.1365927186998,12.0531174275257 54.136616501633,12.0531560221963 54.1366474796346,12.0531727285803 54.1366707409974,12.0531659702062 54.1372469822868,12.0531508716111 54.1372846322122,12.0531017855948 54.1373053172472,12.0530416788146 54.1373222338114,12.0529962384985 54.1373224335158,12.0528389560702 54.137322502689,12.0527395082057 54.1373234447274,12.0526406700506 54.1373225896028,12.0526454612319 54.1372400239003))",033885f1-d367-4790-adf7-3f884fee7a68,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stockholmer Straße,"08760"
"MULTILINESTRING ((12.1748607472894 54.0761465464276,12.1751121402148 54.0762018826021,12.1755627553745 54.0762943916568,12.1759215548472 54.0763507372751,12.1762287772965 54.076385146171,12.1765367076939 54.0764062566663,12.1768430514654 54.0764134432369,12.1769839019778 54.0764116189337,12.1770668080214 54.0763997276572,12.1771371062405 54.0763689881249,12.1771746744829 54.0763297617983,12.1771866958401 54.0762826670196,12.1770967907209 54.0759064523535,12.1770741619309 54.0758662365643,12.1770231459602 54.0758327108391,12.1769607253319 54.0758116898732,12.1768794073274 54.0758015675155,12.1766133909516 54.0757922554763,12.1763612281418 54.0757714227948,12.1761074899488 54.0757392718313,12.1758868939922 54.075704825833,12.1756428629824 54.0756558592886,12.1753517094608 54.07559043007,12.1752284521224 54.0755611415924))",3c1dc44b-357a-4d81-b943-13f498d2de1f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hedwig-Woermann-Weg,"11930"
"MULTILINESTRING ((12.1024119960555 54.1126305418762,12.1022180831871 54.1124335953763,12.1021455407106 54.1124073335362,12.1020774886904 54.1124038874846,12.1020209432847 54.1124161538329,12.1019763834514 54.1124523975731,12.1019443671929 54.1124907868563,12.1019542409952 54.1125265352511,12.1020033918653 54.1125540748138,12.1020750018318 54.1125741384938,12.1022417502365 54.1126063397181,12.1024119960555 54.1126305418762),(12.1024119960555 54.1126305418762,12.1025215517856 54.112660455509,12.1027600505454 54.1127071491183,12.1028025802145 54.1127157375355,12.1039141226743 54.1129207883777,12.1044409915875 54.1130206847263,12.1050219190097 54.1131517963004,12.1054721022256 54.113279066736,12.105826968379 54.113384138763,12.1059971486324 54.1134404990197))",946cbeac-7d2c-458e-ae08-af77a8140fdb,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Steuerbordstraße,"13380"
"MULTILINESTRING ((12.1842715583036 54.0702717583791,12.1842299411794 54.0701872809554,12.1841943423132 54.0701510393703,12.184138330596 54.0701274068841,12.1840522668298 54.0701128045446,12.1817470160349 54.0698504678698),(12.1817470160349 54.0698504678698,12.1815848597206 54.0703553543956,12.1815795241596 54.0703928264959,12.1815825887586 54.0704300163893,12.1815941988421 54.070465216861,12.1816449940697 54.0705538140533),(12.1817470160349 54.0698504678698,12.1803237568164 54.0696906251686,12.1802440249323 54.0696914634096,12.1801875560297 54.0697026884048,12.1801508387992 54.0697247546552,12.1801242605396 54.0697601023041,12.1798158818008 54.0706846768327,12.1798100649929 54.0707172082702,12.1798156755258 54.0707429844875,12.1798479928494 54.0707982787362,12.1798659678818 54.0708220599426,12.1799075457983 54.0708640437362,12.179991198247 54.0709215071981))",054cdb85-b324-4115-bb2d-349a9a1e2047,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schafgarbenweg,"11870"
"MULTILINESTRING ((12.0825588636532 54.1705046222527,12.0825040794259 54.1706750867065,12.0824324738255 54.1707798894497,12.0823004771851 54.1709313605178,12.0819274725012 54.1713196347966,12.0816189236338 54.1716286251545,12.0812164356547 54.1720591420588,12.0798126665786 54.1735406470845),(12.0798126665786 54.1735406470845,12.0797032627579 54.1735055920508,12.0794976317128 54.173438976752,12.0793807194755 54.1734010514967,12.0792773044951 54.1733743472633,12.0791528986473 54.1733413679304,12.0790179457905 54.173318277811,12.0788892685522 54.1732936561455,12.0788019470912 54.1732743976922,12.0786539418561 54.1732320000687),(12.0798126665786 54.1735406470845,12.0794180930509 54.1739653129725,12.0792344466453 54.1741851830174,12.0790888965537 54.174388047964,12.0789350117236 54.1746377249145,12.0787983196065 54.1749101199653,12.0787189103111 54.1751076405646,12.0786562145297 54.1753168294062,12.0786142443374 54.1754729091515,12.0785526105692 54.1757581918324,12.0784885411947 54.1761325076301,12.0784463059548 54.1763111373412))",9e98a690-c04b-4dd3-b79e-05c4e7053bf1,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Richard-Wagner-Straße,"07910"
"MULTILINESTRING ((12.0446797450446 54.1251506752387,12.0448512550185 54.1251958912163,12.0456422313477 54.1253821033631,12.0457164433751 54.1254084884004,12.0462035718266 54.1255170097466,12.0462907723065 54.1255314406033,12.0463979922874 54.1255300516826,12.0465013682524 54.125510695977,12.0465719881815 54.1254703301032,12.0466173653059 54.1254253920877,12.0466303162831 54.1253807361514,12.0466207260424 54.1250131109796,12.0466006053527 54.1249384610001,12.0465980628846 54.1248536521882,12.0466352024024 54.1246926429239,12.0467172038036 54.1243019829052,12.0467426294731 54.1241980271112,12.0467989593749 54.1241016059264,12.0468595684547 54.1240023979789,12.0468763473304 54.1239620528773,12.0468898936379 54.1239034713303,12.0469041159149 54.1237663685684),(12.0445162232443 54.1242817947931,12.0445476265856 54.1244694607938,12.0446026745021 54.1245982722326,12.0446618108911 54.1251148353868,12.0446664220262 54.1251357666002,12.0446797450446 54.1251506752387))",11fd71f4-6579-4ef9-aa03-19685935d2a1,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Anna-Seghers-Ring,"11000"
"MULTILINESTRING ((12.0991897416026 54.0924446536,12.0989838113999 54.0924179606444,12.0987467391819 54.0924062964191,12.0984719416183 54.0924049045346,12.0982318764381 54.0924201043253,12.0979774718747 54.092446815017,12.0977423529147 54.0924858177744,12.0974923072496 54.0925467534727,12.0970130463164 54.0926888208259,12.0966552653248 54.0928220741033,12.0963588796505 54.0929371291875,12.0961440744292 54.0930382827892,12.0959517273381 54.0931360939624,12.0956609530893 54.0933004657674,12.0954834552209 54.0934097640753,12.0953372915287 54.0935205645934,12.0951405022158 54.0936826145711,12.0935771110903 54.0951710749645,12.0921473842441 54.0965366890556,12.0915514526858 54.097102964786,12.0908999896453 54.0977255201462,12.0906676095065 54.097915620061,12.0904514940405 54.0980650091766,12.0902385633589 54.098203524712,12.0899866783652 54.0983536585413,12.0895617511508 54.09857112209,12.0893713122394 54.0986513123235,12.0890791400153 54.0987641001809,12.088718339627 54.0988798128796,12.0881002573925 54.0990578833668,12.0876292773488 54.0991908331195,12.0836468253895 54.100311653112,12.0784996234577 54.1017568047703,12.0771894809512 54.1021322905725,12.0761564575095 54.1024181949311,12.0755093917844 54.1026047538769,12.0747061593054 54.1028322841811,12.0736182524663 54.1031364385496,12.071181721446 54.103823573186,12.0700804715619 54.1041330040359,12.0691935992978 54.1043865102799,12.0687348927491 54.1045262068057,12.0682598157017 54.1046601610327,12.0679639580567 54.1047303148472,12.0676919181849 54.1047818574048,12.0669029189006 54.1048817530152,12.0661013505493 54.1049633227542,12.0657462560266 54.1049913681286,12.0648246673931 54.1050695809351,12.0638206634532 54.1051416313951,12.0623576033725 54.1052449973802,12.0619129205209 54.1052761324519,12.0608257673012 54.1053672470233,12.0578707987671 54.1056344552147,12.0564135483504 54.105761554043,12.0533833118343 54.1060341676158,12.0492091413686 54.1064244210704))",d572c404-c318-4f4d-b5cc-0cdb243d78e7,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hamburger Straße,"03270"
"MULTILINESTRING ((12.1251329957296 54.0993762544562,12.1251366429632 54.0993691531979,12.1251393735861 54.0993622325756,12.125141185705 54.0993548637019,12.1251425395186 54.0993475851463,12.1251429761817 54.0993403075445,12.1251428011408 54.0993329407377,12.1251415563624 54.0993256648849,12.1251397001513 54.0993183896681,12.1251372327784 54.0993112049282,12.1251336956694 54.0993041111422,12.125129700528 54.099297197515,12.1251246359217 54.0992904646827,12.1251192658712 54.0992838220091,12.1251129794851 54.0992774498121,12.1251060827503 54.0992714376149,12.1250985748556 54.0992655158939,12.1250903037544 54.0992599543314,12.1250815748924 54.0992546627682,12.1250723888104 54.0992498208863,12.1250625918393 54.0992451593213,12.1250521850604 54.0992410374374,12.1250416259661 54.0992370953935,12.1250306099216 54.0992336928716,12.1250191361159 54.0992305603482,12.1250072056296 54.0992280571876,12.1249954288133 54.0992258233902,12.1249833479035 54.0992241289554,12.1249709626295 54.0992228840423,12.1249584253087 54.0992219088098,12.124946042737 54.0992215623045,12.1249333558001 54.0992216653207,12.1249208228012 54.0992221275411,12.1249084440099 54.0992230388067,12.1248963728239 54.099224578641,12.124883996731 54.0992263883145,12.1248720805604 54.0992286467161,12.124860471724 54.0992314438455,12.1248493225393 54.0992345998621,12.1248381741626 54.0992380254009,12.1248277919629 54.099242079033,12.1248174103007 54.0992463123462,12.1248077948151 54.0992511737531,12.1247986381712 54.0992561245246,12.1247902471642 54.0992615237079,12.1247821624106 54.0992671022556,12.1247748430243 54.0992730393744,12.1247681358775 54.0992792453817,12.1247620407007 54.0992856304368,12.124756710622 54.0992922842221,12.1247518396556 54.0992991172138,12.1247481920926 54.0993061286195,12.1247450033729 54.0993132293906,12.1247424260852 54.0993203295277,12.1247407664858 54.0993276083959,12.1247398711774 54.0993348864717,12.1247398932886 54.0993422534376,12.1247405265636 54.0993495299285,12.1247420772591 54.0993568953095,12.1247442391191 54.0993641702155,12.1247473175915 54.0993712644884,12.1247511600876 54.0993782681277,12.1247556132101 54.0993850016097,12.1247606777682 54.0993917344575,12.1247665060814 54.0993982868304,12.1247734033276 54.0994044787292,12.1247804526254 54.0994104009458,12.1247882656787 54.0994161426873,12.1247968419485 54.0994215242712,12.1248057231284 54.0994266360143,12.1248153677945 54.0994314774407,12.124825316831 54.0994358693438,12.1248358762252 54.0994399012476,12.1248467399894 54.099443483628,12.1248579089333 54.099446886008,12.1248695345657 54.0994496590237,12.1248814645674 54.0994519825158,12.1248933934905 54.0994539466424,12.1249056270523 54.0994555510864,12.1249180115835 54.099456526483,12.1249307007527 54.0994571421967,12.1249430828542 54.0994573090214,12.1249556167341 54.0994571163219,12.1249681484528 54.0994562048927,12.1249805265016 54.0994550240978,12.1249925977514 54.0994534842551,12.1250048199675 54.099451315365,12.1250165827954 54.0994488774271,12.125028038553 54.0994459906005,12.1250391869698 54.0994425650443,12.1250498757273 54.0994387805995,12.1250604105429 54.0994346369484,12.1250701799814 54.0994301347268,12.125079642619 54.099425273458,12.1250884930086 54.099420143301,12.1250967306094 54.0994145645739,12.1251043562326 54.0994088068,12.1251115224667 54.0994027799792,12.1251179235945 54.0993964844298,12.1251235596162 54.0993899201517,12.1251285836612 54.0993831768271,12.1251329957296 54.0993762544562),(12.1251329957296 54.0993762544562,12.1252717856876 54.0994249837075,12.1256119242494 54.0996867860549))",c395ca05-7604-4c53-8894-7caaf52584ab,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hummelbrink,"03750"
"MULTILINESTRING ((12.1212755991292 54.1357741850059,12.1213590626778 54.1358546880568,12.1214194509066 54.1358919110754,12.1215031937912 54.1359108728127,12.1216173555191 54.1359206400006,12.1230045049832 54.1359579517782,12.124515323464 54.1360111113622,12.1261936952765 54.1360711738587,12.1264145123118 54.1360864845995),(12.1264145123118 54.1360864845995,12.1266695397686 54.1360819939665,12.1268181061523 54.1360849819535,12.1269001563201 54.1360998090452,12.1269413866272 54.1361242921015,12.1269517509748 54.1361614752523,12.1269313539268 54.1361955464183,12.1268885949822 54.1362215554868,12.1268329383481 54.1362324848811,12.1267541386811 54.1362300523477,12.1266712819343 54.1362016600483,12.1264970749876 54.13611892022,12.1264145123118 54.1360864845995))",f0713f60-652a-4409-b8a2-f72c0a7950c8,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",De Striethoff,"12810"
"MULTILINESTRING ((12.1039141226743 54.1129207883777,12.1038835168279 54.1129722937572,12.1038473936108 54.1130187727887,12.1030645400466 54.1138364608044),(12.1030645400466 54.1138364608044,12.1028639299461 54.113902485986,12.1028332355526 54.1139190429821,12.1028150963884 54.1139422374833,12.1028075170453 54.1139690166031,12.1028141523171 54.113993268027,12.1028411262887 54.1140180411154,12.1028748041907 54.114033015788),(12.1030645400466 54.1138364608044,12.1030640826762 54.1139602622149,12.1030609239046 54.1139813775758,12.1030385126533 54.1140083490951,12.1030050789716 54.1140302091045,12.1029607626276 54.1140416568511,12.1029214638798 54.1140416006307,12.1028748041907 54.114033015788),(12.1028748041907 54.114033015788,12.1026888815974 54.1142264227731))",914c46f9-b3a6-4b10-840b-28e3b74b0818,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kutterweg,"13360"
"MULTILINESTRING ((12.0638470048933 54.1550890684539,12.0658639045333 54.1549764896704),(12.0658639045333 54.1549764896704,12.0666410863555 54.1549295245238),(12.0666410863555 54.1549295245238,12.0665838944772 54.1545817838008,12.0665323659673 54.1543289114211,12.0665104197196 54.1542924483257,12.0664747052329 54.1542604848539,12.0663999758412 54.1542382456704,12.0663226751036 54.1542351438745,12.0645949174035 54.1543296074437),(12.0645949174035 54.1543296074437,12.0644310030097 54.1543387691883,12.0643845060278 54.1543604456194,12.0643470658268 54.1543990071959,12.0643503435535 54.1544398828491,12.0643952332831 54.1544673500185,12.0644685563829 54.1544715332676,12.0645263971992 54.1544609010989,12.0645750335834 54.1544369774543,12.0645971872002 54.1544110915162,12.0646060073742 54.1543742521966,12.0645949174035 54.1543296074437),(12.0658639045333 54.1549764896704,12.0659371949586 54.1554407449414,12.0659611771798 54.1555061356391,12.065993065132 54.1555377419932,12.0660498961192 54.1555651121531,12.0661500230188 54.1555788027526,12.0662900702847 54.1555737844785,12.0665044936222 54.1555601002874,12.0666157479825 54.1555448557305,12.0666838158085 54.1555159792584,12.0667120690423 54.1554762541289,12.0667108975633 54.1554140851952,12.0666410863555 54.1549295245238))",125b8053-5cdf-43fd-b5c9-7f96a7c8040c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Malchiner Straße,"06540"
"MULTILINESTRING ((12.1124617494832 54.1169971887211,12.1128274989009 54.1169246141379,12.1128886276089 54.1169096431923,12.1129466863297 54.1168904525677,12.1130024227982 54.1168608425337,12.1129618583656 54.1167899960292,12.1124974893848 54.1159646120392,12.1124903672441 54.1159321860727,12.112499478899 54.1159087290363,12.1125274846255 54.1158601886744),(12.1124617494832 54.1169971887211,12.1120487715558 54.1170795090108),(12.1124617494832 54.1169971887211,12.1121472985897 54.1169258788736,12.1119784134951 54.1169612538426,12.1120487715558 54.1170795090108),(12.1120487715558 54.1170795090108,12.1117256750436 54.1171482683066))",3ef4a74f-2b2b-4849-9741-048e5d3aafd8,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gerstenweg,"11500"
"MULTILINESTRING ((12.1156130095883 54.0701081294559,12.1156188010339 54.0702683117383,12.1156049416075 54.0703380422617,12.1155615011575 54.0703718645085,12.1155039907315 54.0703996808552,12.1153907396339 54.0704325818047,12.1149475264452 54.0704596892215,12.1126462908879 54.0705666220914,12.1124613102648 54.0705678733065,12.1124003480944 54.0705628093161,12.1123410244916 54.0705422909838,12.1122883694408 54.0705022707372,12.11227603844 54.0704612245707,12.1122602363716 54.0703792138051,12.1122460341614 54.070267374082,12.1122236635119 54.0701285894517),(12.113044992287 54.0701226992776,12.1122236635119 54.0701285894517),(12.1132782635602 54.0692323276261,12.1129486635319 54.0692435983159,12.113044992287 54.0701226992776),(12.1156130095883 54.0701081294559,12.1143878037802 54.0701129844995,12.113044992287 54.0701226992776),(12.1122236635119 54.0701285894517,12.1109821233117 54.070137557772),(12.1160245173104 54.0701064753919,12.1156130095883 54.0701081294559))",edbb59f4-c7fd-45d3-9936-a2ebd3a193fb,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Pawlowstraße,"07550"
